ISSN,Título,Área de Avaliação,Classificação
1983-4217,REVISTA BRASILEIRA DE REDES DE COMPUTADORES E SISTEMAS DISTRIBUÍDOS,CIÊNCIA DA COMPUTAÇÃO,B5
1806-1230,REVISTA BRASILEIRA EM PROMOÇÃO DA SAÚDE (ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
1657-2831,REVISTA COLOMBIANA DE COMPUTACION,CIÊNCIA DA COMPUTAÇÃO,B5
1646-7078,REVISTA DA ASSOCIAÇÃO PORTUGUESA DE ANÁLISE EXPERIMENTAL DE TENSÕES,CIÊNCIA DA COMPUTAÇÃO,B5
2236-0158,REVISTA DE ENSINO DE ENGENHARIA,CIÊNCIA DA COMPUTAÇÃO,B5
0104-0588,REVISTA DE ESTUDOS DA LINGUAGEM,CIÊNCIA DA COMPUTAÇÃO,B5
1807-1775,REVISTA DE GESTÃO DA TECNOLOGIA E SISTEMAS DE INFORMAÇÃO (ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
1983-5604,REVISTA DE SISTEMAS DE INFORMAÇÃO DA FSMA,CIÊNCIA DA COMPUTAÇÃO,B5
2237-2903,REVISTA DE SISTEMAS E COMPUTAÇÃO - RSC,CIÊNCIA DA COMPUTAÇÃO,B5
2237-2903,REVISTA DE SISTEMAS E COMPUTAÇÃO - RSC,CIÊNCIA DA COMPUTAÇÃO,B5
2237-2903,REVISTA DE SISTEMAS E COMPUTAÇÃO - RSC,CIÊNCIA DA COMPUTAÇÃO,B5
2237-5112,REVISTA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,CIÊNCIA DA COMPUTAÇÃO,B5
1678-765X,REVISTA DIGITAL DE BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO,CIÊNCIA DA COMPUTAÇÃO,B5
2176-171X,REVISTA EDAPECI: EDUCAÇÃO A DISTÂNCIA E PRÁTICAS EDUCATIVAS COMUNICACIONAIS E INTERCULTURAIS,CIÊNCIA DA COMPUTAÇÃO,B5
1518-1944,REVISTA ELETRÔNICA DE ENFERMAGEM,CIÊNCIA DA COMPUTAÇÃO,B5
1677-3071,REVISTA ELETRÔNICA DE SISTEMAS DE INFORMAÇÃO (RESI),CIÊNCIA DA COMPUTAÇÃO,B5
1809-4430,REVISTA ENGENHARIA AGRÍCOLA (ON-LINE),CIÊNCIA DA COMPUTAÇÃO,B5
0120-6230,REVISTA FACULTAD DE INGENIERÍA UNIVERSIDAD DE ANTIOQUIA,CIÊNCIA DA COMPUTAÇÃO,B5
1138-1663,REVISTA GALEGO-PORTUGUESA DE PSICOLOXÍA E EDUCACIÓN,CIÊNCIA DA COMPUTAÇÃO,B5
0102-6933,REVISTA GAÚCHA DE ENFERMAGEM (UFRGS),CIÊNCIA DA COMPUTAÇÃO,B5
2177-6652,REVISTA GESTÃO & TECNOLOGIA,CIÊNCIA DA COMPUTAÇÃO,B5
1138-2783,REVISTA IBEROAMERICANA DE EDUCACIÓN A DISTANCIA,CIÊNCIA DA COMPUTAÇÃO,B5
1982-5587,REVISTA IBERO-AMERICANA DE ESTUDOS EM EDUCAÇÃO,CIÊNCIA DA COMPUTAÇÃO,B5
0120-0976,REVISTA INTERAMERICANA DE BIBLIOTECOLOGIA,CIÊNCIA DA COMPUTAÇÃO,B5
1695-288X,REVISTA LATINOAMERICANA DE TECNOLOGÍA EDUCATIVA,CIÊNCIA DA COMPUTAÇÃO,B5
2316-4522,REVISTA MILITAR DE CIÊNCIA E TECNOLOGIA,CIÊNCIA DA COMPUTAÇÃO,B5
1809-3264,REVISTA QUERUBIM,CIÊNCIA DA COMPUTAÇÃO,B5
1809-0044,REVISTA TECNOLOGIA E SOCIEDADE,CIÊNCIA DA COMPUTAÇÃO,B5
2316-9036,REVISTA USP,CIÊNCIA DA COMPUTAÇÃO,B5
2158-2440,SAGE OPEN,CIÊNCIA DA COMPUTAÇÃO,B5
2164-2826,SCIENTIFIC JOURNAL OF EDUCATION TECHNOLOGY,CIÊNCIA DA COMPUTAÇÃO,B5
1551-3688,SIGBED REVIEW,CIÊNCIA DA COMPUTAÇÃO,B5
1931-0145,SIGKDD EXPLORATIONS,CIÊNCIA DA COMPUTAÇÃO,B5
1983-5604,SISTEMAS DE INFORMAÇÃO (MACAÉ),CIÊNCIA DA COMPUTAÇÃO,B5
1749-5024,SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE (ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
1869-5469,SOCIAL NETWORK ANALYSIS AND MINING,CIÊNCIA DA COMPUTAÇÃO,B5
1869-5450,SOCIAL NETWORK ANALYSIS AND MINING,CIÊNCIA DA COMPUTAÇÃO,B5
0163-5948,SOFTWARE ENGINEERING NOTES,CIÊNCIA DA COMPUTAÇÃO,B5
0081-3869,SPRINGER TRACTS IN MODERN PHYSICS,CIÊNCIA DA COMPUTAÇÃO,B5
0926-9630,STUDIES IN HEALTH TECHNOLOGY AND INFORMATICS,CIÊNCIA DA COMPUTAÇÃO,B5
0100-5405,SUMMA PHYTOPATHOLOGICA (IMPRESSO),CIÊNCIA DA COMPUTAÇÃO,B5
2305-6991,"SYSTEMS. CONNECTING MATTER, LIFE, CULTURE AND TECHNOLOGY",CIÊNCIA DA COMPUTAÇÃO,B5
2238-8079,"TEAR - REVISTA DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",CIÊNCIA DA COMPUTAÇÃO,B5
1677-1966,TEMA. TENDÊNCIAS EM MATEMÁTICA APLICADA E COMPUTACIONAL,CIÊNCIA DA COMPUTAÇÃO,B5
2179-8451,TENDÊNCIAS EM MATEMÁTICA APLICADA E COMPUTACIONAL,CIÊNCIA DA COMPUTAÇÃO,B5
2055-3714,THE IFCOLOG JOURNAL OF LOGICS AND THEIR APPLICATIONS,CIÊNCIA DA COMPUTAÇÃO,B5
0022-037X,THE JOURNAL OF DEVELOPING AREAS,CIÊNCIA DA COMPUTAÇÃO,B5
1537-744X,THE SCIENTIFIC WORLD JOURNAL,CIÊNCIA DA COMPUTAÇÃO,B5
1792-8788,THEMES IN SCIENCE AND TECHNOLOGY EDUCATION,CIÊNCIA DA COMPUTAÇÃO,B5
1864-3027,TRANSACTIONS ON ASPECT-ORIENTED SOFTWARE DEVELOPMENT (PRINT),CIÊNCIA DA COMPUTAÇÃO,B5
1869-6015,TRANSACTIONS ON PATTERN LANGUAGES OF PROGRAMMING,CIÊNCIA DA COMPUTAÇÃO,B5
0103-3786,TRANSINFORMAÇÃO,CIÊNCIA DA COMPUTAÇÃO,B5
1936-5233,TRANSLATIONAL ONCOLOGY (ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
2237-1346,TRANSPORTES (RIO DE JANEIRO),CIÊNCIA DA COMPUTAÇÃO,B5
2301-3850,UNMANNED SYSTEMS,CIÊNCIA DA COMPUTAÇÃO,B5
1570-1263,WEB INTELLIGENCE AND AGENT SYSTEMS,CIÊNCIA DA COMPUTAÇÃO,B5
1757-7012,WILEY INTERDISCIPLINARY REVIEWS: RNA,CIÊNCIA DA COMPUTAÇÃO,B5
0974-567X,WORLD DIGITAL LIBRARIES,CIÊNCIA DA COMPUTAÇÃO,B5
